Course Dept,Course Number,Course Name,Course Desc
RENR,745,Soil Fertility,"Essential plant nutrients; factors influencing nutrient availability; methods of evaluating soil fertility; correction of soil fertility problems; manufacture, composition, and use of fertilizers. Lab exercises may include field trips.  May require payment of additional student instructional support fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.  Not to be taken if credit received for REN R 445."
RENR,746,Climates and Ecosystems,"The basic principles by which the cycles of water, carbon, and nutrients through soils, plants, and the atmosphere are controlled in terrestrial ecosystems under different climates. Interrelationships among water, carbon and nutrient cycles in natural and managed ecosystems that have developed in different climatic zones. Environmental consequences of human intervention in the cycles for food and fibre production in different ecosystems. Not to be taken if credit received for REN R 446."
RENR,747,Forest Health,"This course focuses on understanding and managing insects and diseases in natural and managed forest ecosystems and characterizes how they interact with the environment and each other to affect ecosystem functions and properties. Intended for students in course based masters programs. Not to be taken if credit received for REN R 447. Prerequisites: *60, BIOL 208, and consent of instructor."
RENR,749,Forest Soils,"Chemical, physical, and biological properties and processes of soil in relation to site and the growth of forest vegetation; nutrient cycling; influences of surface soil erosion, fertilization, and fire upon forest soil productivity: forest land classification. Not to be taken if credit received for REN R 314."
RENR,750,Soil and Water Conservation,"Global soil and water resources and their current rates of degradation. The main processes of degradation (erosion, loss of organic matter, salinization, pollution) and their causes. Consequences of degradation and conservation of resources through improved land use practices. Not to be taken if credit received for REN R 360."
RENR,751,Agroforestry Systems,"Principles, complexity, and diversity of agroforestry. Classification of agroforestry systems. Agroforestry systems in North America, specifically Canada. Plant and soil aspects of and interactions among the components in agroforestry systems. Use of agroforestry systems to enhance land productivity and sustainability. Socioeconomic aspects of agroforestry. Not to be taken if credit received for REN R 414."
RENR,760,Biodiversity Analysis,"Introduction to the theory and application of biodiversity with an emphasis on quantitative analysis of biodiversity. The course covers the concepts of biodiversity (genetic, species and ecosystem), diversity measurements, estimation of species richness, synthetic patterns and generating mechanisms of species diversity (species-abundance, species-area, distribution-abundance, local-regional, beta diversity, richness-productivity, body size-richness, etc.) and the implications of the patterns and theories to the conservation of biodiversity. Laboratory session involves using statistical software R for analyzing various diversity data. Not available for students with credit in REN R 469. Available only to students in MAg, MBA/MAg, MF, or MBA/MF, or by consent of Department."
RENR,761,Restoration Ecology,"Principles and practices of restoring ecosystem structure, function and biodiversity after natural or anthropogenic disturbances. The course focuses on ecological theory and how to apply it to ecological restoration. Topics include landscape processes and connectivity, soil-plant processes, techniques, philosophy and ethics and societal aspects of ecological restoration. This course is intended for students in course based masters programs. Not to be taken if credit received for REN R 366. Prerequisite: consent of instructor."
RENR,762,Environmental Footprint Assessment,"This course examines the effects of humans on the environment. Topics examined include the reduction of biodiversity, alterations to natural and urban systems, changes in perceptions about natural history and decision-making, and the responses of ecosystems and their components to wildlife management. Not available for students with credit in REN R 478. Available only to students in MAg, MBA/MAg, MF, or MBA/MF, or by consent of Department."
RENR,763,Management and Conservation of Genetic Resources,"Principles and issues in conserving and managing plant and animal genetic resources from the global perspective. Lectures will be supplemented with case studies. Students are assigned tasks, individually and in groups. Not available for students with credit in REN R 468. Available only to students in MAg, MBA/MAg, MF, or MBA/MF, or by consent of Department."
RENR,765,Principles of Managing Natural Diversity,") Introduction to the theoretical foundation for conservation science. Elements of population, community and landscape ecology will be reviewed, and their application to realworld challenges discussed. Objective is to provide students with the scientific tools to evaluate and develop conservation strategies for maintaining diversity in human-altered systems. Ethical and philosophical aspects of the sociopolitical arena in which conservation decisions are made and implemented are also explored. Not to be taken if credit received for REN R 364."
RENR,767,The Mosses of Alberta: Conservation and Identification,"This is an introduction to identification and conservation of the mosses of Alberta, with a strong emphasis on field identification. Students are introduced to the morphological characters used to identify Alberta mosses, with supplementary information about individual species habitat affinities and distribution within Alberta. Lecture topics include basic morphology, conservation and management of species diversity, and rare/ endangered species found within Alberta. Students learn to identify more than 110 species from the province's six major natural regions. Not to be taken if credit received for REN R 327."
RENR,768,Management and Utilization of Forest Genetic Resources,"Basic principles in plant genetics and resource utilization including tree improvement and reclamation will be covered. Regular lectures will be supplemented with guest lectures and one lab exercise or field trip per month, an individual term report and presentation/discussion lead on a selected paper will be required. Lab exercises may include field trips. May require payment of additional student instructional support fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.   Not to be taken if credit received for REN R 368."
RENR,770,Utilization of Wildlife Resources,"Issues, principles and science surrounding sustainable use of wildlife resources. Hunting, angling and trapping for subsistence, recreational and commercial purposes. Sociopolitical dimensions of harvest regulation, wildlife administration, and human demographic changes. Field trips. Requires payment of additional student instructional support fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar. Not to be taken if credit received for REN R 474."
RENR,771,Fisheries and Wildlife Management,"Principles of ecology as applied to the management of fisheries and wildlife communities. Topics include the growth and regulation of populations, interactions among species and their environments, tools and techniques used to assess and manage fisheries and wildlife. Special emphasis will be placed applying knowledge using case studies and class exercises to demonstrate key principles. Not to be taken if credit received for REN R 376."
RENR,782,Soil Remediation,"Principles and methods of biological, chemical, and physical remediation of soils contaminated by hazardous chemicals and other pollutants. Topics include soil-contaminant interactions, microbial processes used in remediation and process fundamentals of remediation technologies including bioremediation and phytoremediation. Other important environmental issues associated with growing industrial activities such as off-shore oil spills, and production of red mud sludge and oil sands tailings are included with potential remediation strategies to address those issues. This course describes approaches to managing contaminated sites incorporating Canadian guidelines and soil quality criteria for soil remediation. Students will review recent literature pertaining to soil remediation. Not to be taken if credit received for REN R 482."
RENR,783,Waste Management and Utilization,"Chemical, biological, and physical properties of anthropogenic wastes, their reactions in the soil environment, theory and practice for their chemical and biological immobilization and use in agriculture, forest, and urban lands. Not to be taken if credit received for REN R 483."
RENR,900A,Research Project,"Required of all Soils MAg candidates in their final year. It does not usually involve collection of original data but makes use of published or unpublished data from other sources. The report is to be defended before a committee of three staff members, one member being from outside the Department of Renewable Resources."
RENR,900B,Research Project,"Required of all Soils MAg candidates in their final year. It does not usually involve collection of original data but makes use of published or unpublished data from other sources. The report is to be defended before a committee of three staff members, one member being from outside the Department of Renewable Resources."
RENR,906,Research Project,"The final research project that comprises REN R 906 is a final capping exercise for the degrees of MAg and MF. Its practical and professional focus should integrate the core areas of study in the program. The successful completion of the project entails (1) a research topic approved by the supervisor; (2) the presentation of a draft research proposal; and (3) the presentation of the research as a written document to the supervisor. The project may take the form of any of the following: (1) a formal analysis of management practice, organizational processes or policy; (2) a formative or summative evaluation of a research project or program; (3) a case study, using secondary documents, survey data, or interviews; or (4) replication of a previous study, with either the introduction of a new variable or an analysis in a changed context."
RENR,906A,Research Project,"The final research project that comprises REN R 906 is a final capping exercise for the degrees of MAg and MF. Its practical and professional focus should integrate the core areas of study in the program. The successful completion of the project entails (1) a research topic approved by the supervisor; (2) the presentation of a draft research proposal; and (3) the presentation of the research as a written document to the supervisor. The project may take the form of any of the following: (1) a formal analysis of management practice, organizational processes or policy; (2) a formative or summative evaluation of a research project or program; (3) a case study, using secondary documents, survey data, or interviews; or (4) replication of a previous study, with either the introduction of a new variable or an analysis in a changed context."
RENR,906B,Research Project,"The final research project that comprises REN R 906 is a final capping exercise for the degrees of MAg and MF. Its practical and professional focus should integrate the core areas of study in the program. The successful completion of the project entails (1) a research topic approved by the supervisor; (2) the presentation of a draft research proposal; and (3) the presentation of the research as a written document to the supervisor. The project may take the form of any of the following: (1) a formal analysis of management practice, organizational processes or policy; (2) a formative or summative evaluation of a research project or program; (3) a case study, using secondary documents, survey data, or interviews; or (4) replication of a previous study, with either the introduction of a new variable or an analysis in a changed context."
RENR,912,Research Project,"The final research project that comprises REN R 912 is a final capping exercise for the degrees of MAg and MF. Its practical and professional focus should integrate the core areas of study in the program. The successful completion of the project entails (1) a research topic approved by the supervisor; (2) the presentation of a draft research proposal; and (3) the presentation of the research as a written document to the supervisor. The project may take the form of any of the following: (1) a formal analysis of management practice, organizational processes or policy; (2) a formative or summative evaluation of a research project or program; (3) a case study, using secondary documents, survey data, or interviews; or (4) replication of a previous study, with either the introduction of a new variable or an analysis in a changed context."
RENR,912A,Research Project,"The final research project that comprises REN R 912 is a final capping exercise for the degrees of MAg and MF. Its practical and professional focus should integrate the core areas of study in the program. The successful completion of the project entails (1) a research topic approved by the supervisor; (2) the presentation of a draft research proposal; and (3) the presentation of the research as a written document to the supervisor. The project may take the form of any of the following: (1) a formal analysis of management practice, organizational processes or policy; (2) a formative or summative evaluation of a research project or program; (3) a case study, using secondary documents, survey data, or interviews; or (4) replication of a previous study, with either the introduction of a new variable or an analysis in a changed context."
RENR,912B,Research Project,"The final research project that comprises REN R 912 is a final capping exercise for the degrees of MAg and MF. Its practical and professional focus should integrate the core areas of study in the program. The successful completion of the project entails (1) a research topic approved by the supervisor; (2) the presentation of a draft research proposal; and (3) the presentation of the research as a written document to the supervisor. The project may take the form of any of the following: (1) a formal analysis of management practice, organizational processes or policy; (2) a formative or summative evaluation of a research project or program; (3) a case study, using secondary documents, survey data, or interviews; or (4) replication of a previous study, with either the introduction of a new variable or an analysis in a changed context."
SUST,201,Introduction to Sustainability,"An introduction to the history of sustainability as a concept, contemporary sustainability issues, and the diverse perspectives that disciplines and professions take on while approaching sustainability."
SUST,202,Global Sustainable Development and the Sustainable Development Goals,An introduction to sustainable development with a global perspective and a focus on the United Nations Sustainable Development Goals (SDGs). Prerequisite: SUST 201.
SUST,300,Topics in Sustainability,Topics vary; may be taken more than once for credit provided no topic is repeated.
SUST,300A,Topics in Sustainability,Topics vary; may be taken more than once for credit provided no topic is repeated.
SUST,300B,Topics in Sustainability,Topics vary; may be taken more than once for credit provided no topic is repeated.
SUST,410,Directed Study in Sustainability,Directed research or study in an area of sustainability defined by the student and a supervising instructor. May be used to fill the integrative project requirement of the Certificate in Sustainability. Registration requires approval of the Sustainability Council Office.
SUST,410A,Directed Study in Sustainability,Directed research or study in an area of sustainability defined by the student and a supervising instructor. May be used to fill the integrative project requirement of the Certificate in Sustainability. Registration requires approval of the Sustainability Council Office.
SUST,410B,Directed Study in Sustainability,Directed research or study in an area of sustainability defined by the student and a supervising instructor. May be used to fill the integrative project requirement of the Certificate in Sustainability. Registration requires approval of the Sustainability Council Office.
UNIV,101,First,"Topics relevant to successful academic performance including study skills, use of campus resources, stress management, and career planning."
UNIV,102,First,"Exploration and application of university regulations, faculty expectations, pathways to academic excellence, and practical methods for surviving the challenges of first year on campus."
WKEXP,801,Arts Work Experience I,A four-month work placement for Faculty of Arts students participating in the Cooperative Education route. The focus of the work experience will be for the student to gain an appreciation of the work environment related to their discipline. Prerequisite: consent of the Faculty.
WKEXP,801A,Arts Work Experience I,A four-month work placement for Faculty of Arts students participating in the Cooperative Education route. The focus of the work experience will be for the student to gain an appreciation of the work environment related to their discipline. Prerequisite: consent of the Faculty.
WKEXP,801B,Arts Work Experience I,A four-month work placement for Faculty of Arts students participating in the Cooperative Education route. The focus of the work experience will be for the student to gain an appreciation of the work environment related to their discipline. Prerequisite: consent of the Faculty.
WKEXP,802,Arts Work Experience II,A four-month work placement for Faculty of Arts students participating in the Cooperative Education route. The focus of the work experience will be for the student to gain an appreciation of the work environment related to their discipline. Prerequisite: WKEXP 801 and consent of the Faculty.
WKEXP,803,Arts Work Experience III,A four-month work placement for Faculty of Arts students participating in the Cooperative Education route. The focus of the work experience will be for the student to gain an appreciation of the work environment related to their discipline. Prerequisite: WKEXP 802 and consent of the Faculty.
WKEXP,804,Arts Work Experience IV,A four-month work placement for Faculty of Arts students participating in the Cooperative Education route. The focus of the work experience will be for the student to gain an appreciation of the work environment related to their discipline. Prerequisite: WKEXP 803 and consent of the Faculty.
WKEXP,811,Arts Graduate Work Experience I,"Equivalent to *3 for registration status for Graduate Students in course-based programs in the Faculty of Arts undertaking internships outside of the GSIP. A maximum of three registrations is permitted, for Economics students, in Arts Graduate Work Experience courses."
WKEXP,812,Arts Graduate Work Experience II,"Equivalent to *6 for registration status for Graduate Students in course-based programs in the Faculty of Arts undertaking internships outside of the GSIP. A maximum of three registrations is permitted, for Economics students, in Arts Graduate Work Experience courses."
WKEXP,813,Arts Graduate Work Experience III,"Equivalent to *9 for registration status for Graduate Students in course-based programs in the Faculty of Arts undertaking internships outside of the GSIP. A maximum of three registrations is permitted, for Economics students, in Arts Graduate Work Experience courses."
WKEXP,901,Engineering Work Experience I,"A four-month work placement for Engineering students registered in the Cooperative Education Program. This work experience will provide the student with exposure to the practical application of engineering and the general work environment. Evaluation will be based on the employer's performance appraisal, the student's work term report, and the student's ability to learn from the experiences of the work term. Prerequisite: ENGG 299."
WKEXP,902,Engineering Work Experience II,"A four-month work placement for Engineering students registered in the Cooperative Education Program. This work experience will provide the student with exposure to the practical application of engineering and the general work environment. Evaluation will be based on the employer's performance appraisal, the student's work term report, and the student's ability to learn from the experiences of the work term. Prerequisite: WKEXP 901."
WKEXP,903,Engineering Work Experience III,"A four-month work placement for Engineering students registered in the Cooperative Education Program. This work experience will provide students with personal involvement in the practice of their engineering discipline commensurate with their level of academic preparation. Evaluation will be based on the employer's performance appraisal, the student's work term report, and the student's ability to learn from the experiences of the work term. Prerequisite: WKEXP 902."
WKEXP,904,Engineering Work Experience IV,"A four-month work placement for Engineering students registered in the Cooperative Education Program. This work experience will provide students with personal involvement in the practice of their engineering discipline commensurate with their level of academic preparation. Evaluation will be based on the employer's performance appraisal, the student's work term report, and the student's ability to learn from the experiences of the work term. Prerequisite: WKEXP 903."
WKEXP,905,Engineering Work Experience V,"A four-month work placement for Engineering students registered in the Cooperative Education Program. This work experience will provide students with personal involvement in the practice of their engineering discipline commensurate with their level of academic preparation. Evaluation will be based on the employer's performance appraisal, the student's work term report, and the student's ability to learn from the experiences of the work term. Prerequisite: WKEXP 904."
WKEXP,906,Engineering Work Experience VI,"A four-month work placement for students registered in the Biomedical Option in either Chemical, Materials, or Mechanical Engineering. This work experience will provide students with personal involvement in the practice of the biomedical engineering discipline. The work experience plan requires the approval from the Department prior to registration. At the completion of the four-month work term, students are required to submit a formal research report which will be assessed for credit. Prerequisite: completion of Term 4 in the Biomedical Option."
WKEXP,906A,Engineering Work Experience VI,"A four-month work placement for students registered in the Biomedical Option in either Chemical, Materials, or Mechanical Engineering. This work experience will provide students with personal involvement in the practice of the biomedical engineering discipline. The work experience plan requires the approval from the Department prior to registration. At the completion of the four-month work term, students are required to submit a formal research report which will be assessed for credit. Prerequisite: completion of Term 4 in the Biomedical Option."
WKEXP,906B,Engineering Work Experience VI,"A four-month work placement for students registered in the Biomedical Option in either Chemical, Materials, or Mechanical Engineering. This work experience will provide students with personal involvement in the practice of the biomedical engineering discipline. The work experience plan requires the approval from the Department prior to registration. At the completion of the four-month work term, students are required to submit a formal research report which will be assessed for credit. Prerequisite: completion of Term 4 in the Biomedical Option."
WKEXP,911,Business Work Experience I,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to gain an appreciation of the work environment. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report."
WKEXP,911A,Business Work Experience I,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to gain an appreciation of the work environment. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report."
WKEXP,911B,Business Work Experience I,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to gain an appreciation of the work environment. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report."
WKEXP,912,Business Work Experience II,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to gain experience in their chosen field of specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite WKEXP 911."
WKEXP,912A,Business Work Experience II,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to gain experience in their chosen field of specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite WKEXP 911."
WKEXP,912B,Business Work Experience II,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to gain experience in their chosen field of specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite WKEXP 911."
WKEXP,913,Business Work Experience III,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to perform work directly related to their specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite: WKEXP 912."
WKEXP,913A,Business Work Experience III,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to perform work directly related to their specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite: WKEXP 912."
WKEXP,913B,Business Work Experience III,"A four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to perform work directly related to their specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite: WKEXP 912."
WKEXP,914,Business Work Experience IV,"An optional fourth four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to perform work directly related to their specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite: WKEXP 913 and permission of the Business Co-operative Education Office."
WKEXP,914A,Business Work Experience IV,"An optional fourth four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to perform work directly related to their specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite: WKEXP 913 and permission of the Business Co-operative Education Office."
WKEXP,914B,Business Work Experience IV,"An optional fourth four-month work placement for Business students admitted into the cooperative education option. The focus of the work experience will be for the student to perform work directly related to their specialization. Evaluation will be based on the employer's performance appraisal, the cooperative education coordinator's site evaluation report, and the student's performance on the work-term report. Prerequisite: WKEXP 913 and permission of the Business Co-operative Education Office."
WKEXP,955,Science Work Experience I,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: consent of the Faculty or Department.
WKEXP,955A,Science Work Experience I,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: consent of the Faculty or Department.
WKEXP,955B,Science Work Experience I,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: consent of the Faculty or Department.
WKEXP,956,Science Work Experience II,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: WKEXP 955.
WKEXP,956A,Science Work Experience II,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite:  WKEXP 955.
WKEXP,956B,Science Work Experience II,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite:  WKEXP 955.
WKEXP,957,Science Work Experience III,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: WKEXP 956.
WKEXP,957A,Science Work Experience III,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: WKEXP 956.
WKEXP,957B,Science Work Experience III,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: WKEXP 956.
WKEXP,958,Science Work Experience IV,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: WKEXP 957.
WKEXP,958A,Science Work Experience IV,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: WKEXP 957.
WKEXP,958B,Science Work Experience IV,A four-month work placement for Faculty of Science students admitted into the Science Internship program. The focus of the internship will be for students to perform work directly related to their degree. Work Experience registrations must be continuous. Prerequisite: WKEXP 957.
WKEXP,981A,"Agricultural, Life and Environmental Sciences Work Experience I","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students admitted into the Internship program. The work experience provides the student with exposure to the practical application of their specialization and the general work environment. Evaluation is based on appraisal of employer and mentor."
WKEXP,981B,"Agricultural, Life and Environmental Sciences Work Experience I","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students admitted into the Internship program. The work experience provides the student with exposure to the practical application of their specialization and the general work environment. Evaluation is based on appraisal of employer and mentor."
WKEXP,982,"Agricultural, Life and Environmental Sciences Work Experience II","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students admitted into the Internship program. The work experience provides the student with exposure to the practical application of their specialization and the general work environment. Evaluation is based on appraisal of employer and mentor."
WKEXP,983,"Agricultural, Life and Environmental Sciences Work Experience III","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students admitted into the Internship program. The work experience provides the student with exposure to the practical application of their specialization and the general work environment. Evaluation is based on appraisal of employer and mentor."
WKEXP,984,"Agricultural, Life and Environmental Sciences Work Experience IV","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students. The work experience provides the student with exposure to the practical application of their specialization and the general work environment."
WKEXP,984A,"Agricultural, Life and Environmental Sciences Work Experience IV","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students. The work experience provides the student with exposure to the practical application of their specialization and the general work environment."
WKEXP,984B,"Agricultural, Life and Environmental Sciences Work Experience IV","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students. The work experience provides the student with exposure to the practical application of their specialization and the general work environment."
WKEXP,985,"Agricultural, Life and Environmental Sciences Work Experience V","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students. The work experience provides the student with exposure to the practical application of their specialization and the general work environment."
WKEXP,985A,"Agricultural, Life and Environmental Sciences Work Experience V","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students. The work experience provides the student with exposure to the practical application of their specialization and the general work environment."
WKEXP,985B,"Agricultural, Life and Environmental Sciences Work Experience V","A four-month work placement for Faculty of Agricultural, Life and Environmental Sciences students. The work experience provides the student with exposure to the practical application of their specialization and the general work environment."
WKEXP,986,Food Science and Technology Work Experience,A four-month work placement for students in the Food Science and Technology Specialization of the BSc Nutrition and Food Science Program. The work experience provides the student with exposure to the practical application of their specialization and the general work environment.
WKEXP,987,ALES Work Experience,A four-month work placement for students in the ALES Internship. The work experience provides the student with exposure to the practical application of their specialization and the general work environment. Requires assessable work to be eligible for credit.
WKEXP,988,Work Experience in Agriculture,"Incorporates the agronomic knowledge gained during a summer internship with transferable skills in the workplace. Students will work continuously on several skills throughout the summer with input from their supervisors (Ag company) and course instructor. Important work- related topics including work-life balance, the Drama Triangle and leadership styles will also be taught."
ANTHR,101,Introductory Anthropology,Introduction to past and present anthropological approaches through the study of human diversity.
ANTHR,103,Introductory Topics in Anthropology,Consult the department for the specific topics offered. May be repeated if topics vary.
ANTHR,110,"Gender, Age, and Culture",An anthropological review and comparison of cultures in terms of social positions based on differences in sex and age.
ANTHR,150,Race and Racism,"The challenge of racism in modern societies and the response of anthropology, including the history of  how the 'race' concept has been used to explain human variation."
ANTHR,206,Introduction to Archaeology,"Introduction to the nature, purposes, theory and methods of anthropological archaeology. Emphasis on principles of reconstruction of past societies from archaeological evidence and the explanation of cultural evolution."
ANTHR,207,Introduction to Social and Cultural Anthropology,"Comparative study of human society and culture, particularly non-Western communities, with special attention to the family, social structure, economics and political institutions, and religion; processes of change."
ANTHR,208,Introduction to Linguistic Anthropology,The anthropological study of language and communication. A brief survey of field and analytical methods and the theory of linguistic anthropology.
ANTHR,209,Introduction to Biological Anthropology,"Survey of theory and basic data in human evolution and human variation. Topics include primatology, osteology, hominoid paleontology, variation in modern populations."
ANTHR,219,World Prehistory,A survey of the archaeological evidence for human cultural evolution.
ANTHR,230,"Anthropology of Science, Technology, and Environment","Science as a cultural practice, cultural effects and globalization of technology, changing views of nature, gender and science, traditional ecological knowledge, and the evolution of technology."
ANTHR,235,Anthropology of Disability,"Cultural variations in experiences and understandings of disability, as well as anthropological ways of analyzing and discussing disability. Offered in alternate years."
ANTHR,256,Alberta Archaeology,Introduction to Alberta's past as reconstructed by archaeology.
ANTHR,286,Topics in Regional Anthropology,Consult the Department and/or the schedule of classes for the specific topics offered. Variable content course which may be repeated if topic(s) vary.
ANTHR,287,Topics in Asian Anthropology,Consult the Department and/or the schedule of classes for the specific topics offered. Variable content course which may be repeated if topic(s) vary.
ANTHR,301,Introduction to Ethnographic Methods,"Examination and practice of ethnographic research methods, including observation and interviewing, and forms of ethnographic writing. Prerequisite: ANTHR 207 (or ANTHE 207) or ANTHR 208 (or ANTHE 208) or consent of Department. Not open to students with credit in ANTHR 401."
ANTHR,302,History of Anthropological Theory,Major theoretical trends in social and cultural anthropology in the nineteenth and twentieth centuries. Prerequisites: ANTHR 207 or 208 (or ANTHE 207 or 208) or consent of Department. Not open to students with credit in ANTHR 415.
ANTHR,303,History of Anthropological Archaeology,A survey of the development of theory and method in anthropological archaeology. Prerequisites: ANTHR 206 or consent of Department. Offered in alternate years. Note: Not open to students with credit in ANTHR 481.
ANTHR,304,History of Biological Anthropology,A survey of the development of theory and method in biological anthropology. Prerequisites: ANTHR 209 or consent of Department. Offered in alternate years. Not open to students with credit in ANTHR 498.
ANTHR,310,The Anthropology of Gender,"A comparative cross-cultural, and cross-species perspective on biological and social aspects of sex and gender differences. Prerequisites: ANTHR 110 or 207 (or ANTHE 207) or 209 or consent of Department. Offered in alternate years."
ANTHR,311,North American Prehistory,A survey of prehistory and cultural development in North America. Prerequisite: ANTHR 206 or consent of Department.
ANTHR,312,Lower Palaeolithic Prehistory,"Development of prehistoric culture in Europe, Africa and Asia during the Lower Palaeolithic. Prerequisite: ANTHR 206 or consent of Department. Offered in alternate years."
ANTHR,313,Middle and Upper Palaeolithic Prehistory,"Development of prehistoric culture in Europe, Africa, and Asia during the Middle and Upper Palaeolithic. Prerequisite: ANTHR 206 or consent of Department. Offered in alternate years."
ANTHR,318,Political Anthropology,"Introduction to modern political anthropology with emphasis on origins of state structure, relations between non-state and state societies, and problems of pluralism and stratification. Offered in alternate years."
ANTHR,320,Anthropology of Religion,"Survey of anthropological approaches to religions and related phenomena including magic, taboo, shamanism and witchcraft. Emphasis on the connection between religious ideas and practices and other aspects of social life in a variety of cultures. Prerequisite: ANTHR 207 (or ANTHE 207) or consent of Department."
ANTHR,321,Religions of China in Practice,"Contemporary Chinese religious culture as practices in the family, community, voluntary associations, and the political sphere. Offered in alternate years."
ANTHR,322,Anthropological Perspectives on Discursive Practices,"Cultural constructions of narrative and discourse; interethnic communication, including discourse in the courtroom, classroom, and work settings; code choice; and communication via electronic media. Prerequisite: ANTHR 208 (or ANTHE 208) or consent of Department. Offered in alternate years."
ANTHR,324,Economic Anthropology,"Introduction to the literature and controversies within the field, emphasizing systems of exchange. Offered in alternate years."
ANTHR,325,Anthropology of Japan,Exploration of anthropological writing on Japan as a case study in history of ideas and sociology of knowledge. Prerequisite: Any 200-level Anthropology course or consent of Department.
ANTHR,332,Anthropology of Science,"Contemporary views of the nature of science, including debates about science's universalism, objectives, and culture-bound epistemologies. Offered in alternate years."
ANTHR,333,Anthropology of Time and Space,Study of classical debates on the social/cultural inflections of time and contemporary concerns with temporalities of industrial and post-industrial ages. Prerequisite: ANTHR 207 or consent of Department.
