Course Dept,Course Number,Course Name,Course Desc
Chemical Engineering ,657,Advanced Reservoir Engineering,"Formulation and solution of reservoir-engineering problems including combination of variables, Laplace transform, approximate Integral methods, and solution methods of moving boundary problems. Examples from thermal processes (e.g. hot waterflooding, SAGD), different recovery mechanisms (e.g. imbibition, expansion drive, solution-gas drive), well testing problems and naturally fractured reservoirs."
Chemical Engineering ,659,Advanced Cell and Tissue Engineering,"Current challenges in tissue engineering. Focus on specific tissues. Course topics include a brief biology review, cell fate processes, stem cells, tissue microenvironments and mass transfer, biomaterials, bioreactors, and clinical delivery of tissue engineered constructs."
Chemical Engineering ,661,Geostatistics for Reservoir Characterization,"Statistical/probability concepts, exploratory data analysis, spatial structural analysis, estimation theory (Kriging), integration of auxiliary information and conditional stochastic simulation. Special emphasis on reservoir characterization and the particular problems encountered in that area. The geostatistical methodology for reservoir characterization will be demonstrated on a fluvial reservoir example."
Chemical Engineering ,665,Wastewater Issues for the Oil and Gas Industry,"Produced water characteristics, regulations governing produced water management, management options. Technologies used for produced water treatment, novel/emerging technologies. Process design approaches and comparative evaluation of various technologies. Case Studies."
Chemical Engineering ,677,Advanced Oil and Gas Engineering,"Problems related to production of conventional oil, heavy oil and natural gas; analysis of the interactions of oil, water and gas, effects of fluid properties, rock structure and capillary, gravity and viscous forces acting on the reservoir system; application to the design of improved oil and gas recovery methods. New processes in oil and gas recovery."
Chemical Engineering ,687,Petroleum Economics,Economic principles and risk management practices in the petroleum industry. Project selection; investment ranking; budgeting; and portfolio development. Decision making under uncertainty and risk.
Chemical Engineering ,689,"Drilling Advances, Modelling and Simulation","Application of drilling optimization simulator tools to optimize rate of penetration and minimize cost. Drilling hydraulics simulation, directional drill string torque and drag calculations, drilling fluid selection and analysis and real time drilling rate analysis."
Chemical Engineering ,698,Reservoir Characterization for Field Development,"A team-based, integrated reservoir description experience working with geophysical, geological, petrophysical, and engineering data to produce a field development plan."
Chemical Engineering ,699,Special Project,"Project study conducted under the guidance of a faculty member and intended to expose the student to the tools, techniques and basic aspects of research. A written comprehensive report and one or more written progress reports are required."
Chemical Engineering ,701,Experimental Design and Error Analysis,"Statistical analysis and design of engineering experiments. Random variables and sampling distributions; estimation and hypothesis testing; concepts of central tendency, variability, confidence level; correlation, regression and variation analysis; robust estimation; experiments of evaluation; experiments of comparison; factorial experiments (analysis of variance); experimental designs (involving randomization, replication, blocking and analysis of covariance)."
Chemical Engineering ,703,Advanced Mathematical Methods in Engineering,"Review of theory of linear algebra. Review of ordinary differential equations: linear, non-linear; series solutions; special exact solutions; applications. Partial differential equations: geometric interpretation; characteristic curves; separation of variables; the Sturm-Liouville problem and Fourier series; eigenfunction expansion; Fourier, Laplace and Hankel transforms; self-similarity; Green's function; applications."
Chemistry ,201,General Chemistry: Structure and Bonding,"An introduction to university chemistry from theoretical and practical perspectives, that focuses on an exploration of the fundamental links between electronic structure, chemical bonding, molecular structure and the interactions of molecules using inorganic and organic examples."
Chemistry,203,General Chemistry: Change and Equilibrium,"An introduction to university chemistry from theoretical and practical perspectives that focuses on an exploration of the fundamental links between kinetics, equilibria and thermodynamics and explores acidity/basicity and redox behaviour using inorganic and organic examples."
Chemistry ,209,General Chemistry for Engineers,Basic chemical concepts. Atomic and molecular structure. Chemical bonding. Chemical kinetics and equilibria. Acid-base and solubility equilibria. Oxidation-reduction phenomena and electrochemistry. The chemistry of water. The chemistry of energy sources. Basic environmental issues.
Chemistry ,211,Foundations of Chemistry: Structure and Bonding,"Same core topics as <a class=""link-text"" href=""chemistry.html#6507"">Chemistry 201</a> but taught with a greater emphasis on critical thinking, scientific observation and problem solving and the application of chemistry to topics such as drug design and environmental issues."
Chemistry ,213,Foundations of Chemistry: Change and Equilibrium,"Same core topics as <a class=""link-text"" href=""chemistry.html#6508"">Chemistry 203</a> but taught with a greater emphasis on critical thinking, scientific observation and problem solving and the application of chemistry to topics such as materials, explosives and medicine."
Chemistry ,301,The Chemical World,The focus is on developing a general awareness and appreciation of the chemistry all around us; where chemical principles are surveyed in a variety of current and everyday contexts.
Chemistry ,311,Analytical Chemistry: Quantitative Analysis,Lectures: Principles and practice of precision measurement in chemistry. Statistical treatment of data. Acid-base and oxidation-reduction equilibria. Complexometric analysis. Laboratory: Quantitative analysis of organic and inorganic materials.
Chemistry ,315,Analytical Chemistry: Introductory Instrumental Analysis,"Lectures: Principles and practice of instrumental measurements for the quantitative determination of substances. Spectroscopic analysis. Analytical separations: liquid-liquid extraction, solid phase extraction, chromatography. Electrochemical methods: potentiometry, voltammetry, coulometry. Automated methods of analysis. Laboratory: Quantitative analysis of organic and inorganic materials using simple instrumental techniques."
Chemistry ,321,Environmental Chemistry,"A survey course of major aspects of environmental chemistry including the natural chemical cycles in the biosphere, geosphere, hydrosphere and atmosphere and the consequences of anthropogenic disturbances to these cycles. Topics discussed will include: Aquatic Chemistry and water pollution. Atmospheric Chemistry and its alteration. Soil Chemistry and the fate of pollutants. Hazardous waste. Toxicological Chemistry."
Chemistry ,351,Organic Chemistry I,"An introduction to Organic Chemistry from a mechanistic perspective. Structure, bonding, and function, e.g. physical properties and reactivity. Stereochemistry; kinetics and thermodynamics. Spectroscopy (nuclear magnetic resonance, infrared, ultra-violet/visible, and mass spectrometric techniques). Substitution and elimination reactions of saturated functional groups - the chemistry of alkanes, alkyl halides, alcohols and their derivatives. Laboratory: Practical techniques."
Chemistry ,353,Organic Chemistry II,"The concept and implications of aromaticity. The reactions of unsaturated functional groups via substitution, elimination and addition mechanisms - the chemistry of alkenes, alkynes, aromatics, aldehydes, ketones and carboxylic acids and their derivatives. Laboratory: Characteristic functional group reactivity, synthesis, and qualitative organic analysis."
Chemistry ,355,Organic Chemistry II (for Chemists),"Mechanisms and synthetic applications of the reactions of alkenes, alkynes, aromatics, carbonyl compounds, carboxylic acids and derivatives, and conjugated systems such as 1, 3-dienes and enones. The concept of aromaticity and its effect on chemical behaviour. Laboratory: Emphasis on organic synthesis and the methods of qualitative organic analysis."
Chemistry ,357,Industrial Organic Chemistry for Engineers,"The hybridization of the carbon atom and covalent bonding. Typical reactions of alkanes, alkenes, alkynes and industrial applications. Substitution; halogenation, nitration and oxidation of aromatic hydrocarbons; polymerization and industrial applications. Functional groups and their reactions; oxidation, reduction, addition and elimination reactions, and industrial applications."
Chemistry ,371,Physical Chemistry: Thermodynamics Chemistry,"Lectures: A study of the states of matter. The basic laws of thermodynamics and their applications. Development of the concept of chemical potential. Changes of state and phase diagrams of pure substances and mixtures. Equilibrium electrochemistry. Laboratory: Experimental measurements, interpretations, and calculations relating to the topics discussed in lectures."
Chemistry ,373,Physical Chemistry: Quantum Chemistry,"Lectures: Elementary quantum mechanical treatment of the energy levels of atoms and molecules. Atomic spectra. Symmetry elements, operations, and point groups. Laboratory: Experimental measurements, interpretations, and calculations relating to the topics discussed in lectures."
Chemistry ,379,Materials Chemistry for Engineers ,An introduction to materials chemistry with industrial applications. Theories of chemical bonding and the relationship between chemical structure and observable properties. Chemical and physical properties of mixtures and interfaces. Structure and applications of polymers and soft materials.  
Chemistry ,402,Introduction to Research in Chemistry ,"
<p>A chemistry-based research project under the supervision of an academic staff member. </p>
<p>402.01 – Introduction to Research in Chemistry I<br/>402.02 – Introduction to Research in Chemistry II</p>
"
Chemistry ,409,Applied Chemistry and Chemical Pathways for Engineers,"Analysis of industrial chemical processes based on reaction pathways to infer system performance including co-product formation and the role of catalysts. Examples from oil, gas, coal and petrochemical processing."
Chemistry ,417,Modern Chromatographic Analysis,"Fundamental concepts and methods of chromatographic separation science: Partition theory, sample preparation, chromatographic theory, gas and liquid chromatography, principles of detection. Emerging concepts such as micro-fluidic separation platforms, column technology and novel mobile phases."
Chemistry,423,Green Chemistry: Principles and Techniques,"Green Chemistry focuses on the science and techniques that chemists and chemical and process engineers use to generate less waste, and to develop products and processes that are more atom- and energy-efficient, environmentally sensitive, and cost-effective. A look at the principles behind green chemistry, some techniques and processes used in achieving atom- and energy-efficiency, and waste reduction. "
Chemistry ,425,Industrial Chemistry,Electrochemical processes and the applications of some of their products. Unit operations and reactor types in the chemical industry. Petroleum refining including heavy oil and bitumen. Industrial organic synthesis including monomers for subsequent polymerization. Design of specialized polymers.
Chemistry ,431,Inorganic Chemistry: Main Group Elements ,"Lectures: The structure of many-electron atoms. Bonding, stereochemistry and symmetry in inorganic compounds. Solid-state science and aspects of inorganic solution chemistry. The chemistry of the main group elements. Laboratory: Applications of chemical principles to inorganic synthetic and qualitative analytical problems."
Chemistry ,433,Inorganic Chemistry: Transition Metals ,"Lectures: Bonding models for metals and for transition metal compounds. Interpretation of redox and thermodynamic properties based on ligand field theory. Coordination and organometallic compounds of the transition metals. Metal complexes as catalysts in industry and biology. Laboratory: Synthesis, analysis, and physical investigations of transition metal compounds which illustrate their important properties."
Chemistry ,453,Advanced Organic Chemistry,"Introduction to molecular orbital (MO) theory. Pericyclic reactions, the Woodward-Hoffmann rules. Photochemistry. Elucidation of reaction mechanism, and reactive intermediates. Laboratory: Multi-step synthesis and computer modelling of organic reactions."
Chemistry ,471,Physical Chemistry: Kinetics and Spectroscopy,"Vibrational, electronic and magnetic resonance spectra. Reaction kinetics and transport properties in the gas phase and in solution. Catalysis. Laboratory: Experimental measurements, interpretations, and calculations relating to the topics discussed in lectures."
Chemistry ,502,Research in Chemistry,"Comprehensive research project under the direction of a staff member. A research report must be presented on completion of the course, and attendance at a weekly research seminar is expected."
Chemistry ,515,Advanced Instrumental Analysis,"Lectures: Fundamental aspects of modern instrumental methods. Spectroscopic methods: UV-visible and atomic absorption spectroscopy, flame and plasma emission methods. Chromatographic methods; liquid and gas chromatography. Mass spectrometry. Laboratory: Analysis of inorganic and organic samples using spectroscopic, electrochemical, and chromatographic instrumental methods."
Chemistry,521,Introduction to Atmospheric Chemistry,An introduction to Tropospheric and Stratospheric Chemistry. The detailed chemistry of the stratosphere and troposphere. Gas-phase chemical kinetics. Photochemistry and atmospheric radiation. Aerosols. Anthropogenic pollution and air quality. Climate forcing. Introduction to modelling and atmospheric transport.
Chemistry ,531,Advanced Inorganic Chemistry: Transition Metals,"Co-ordination and organometallic chemistry of the transition elements, incorporating the lanthanoids and actinoids. Fundamental and applied aspects, including characterization techniques, reaction mechanisms, catalysis and bioinorganic chemistry."
Chemistry ,533,Advanced Inorganic Chemistry: Main Group Elements,"Chemistry of the s- and p-block elements. Interpretation of nuclear magnetic resonance, electron paramagnetic resonance, vibrational and mass spectra. Fundamental concepts and industrial uses of inorganic heterocycles and polymers, electron-deficient and organometallic compounds. Solid-state chemistry."
Chemistry ,535,Advanced Inorganic Laboratory,"Advanced laboratory techniques for the synthesis and characterization of main group compounds, organometallics and solid-state materials using modern spectroscopic and structural methods. Includes a short project."
Chemistry,541,Concepts in Biochemical Toxicology,"An interdisciplinary course focused on the diverse biomolecular mechanisms by which organic (e.g. PCB’s) and inorganic pollutants (e.g. Cd, Hg, As) adversely affect cell function examined at multiple levels of organization, from molecules to whole organisms. Topics include how natural toxins exert toxicity, how toxins/light generate free radicals within cells, how the speciation of metals in the environment affects their bioavailability/toxicity, and the toxicity mechanisms that lead to homeostatic dysfunction."
Chemistry ,551,Organic Synthesis,"Concepts and strategies of synthesizing molecules with emphasis on carbon-carbon bond-forming reactions, protecting groups, chemo-, regio- and stereoselectivity."
Chemistry ,553,Bio-organic Chemistry,"Organic chemistry applied to the understanding of biomolecules: Selected topics from carbohydrate, peptide/protein, lipid and nucleoside chemistry, enzyme inhibition and drug design."
Chemistry ,555,Advanced Organic Laboratory,"Advanced laboratory techniques: Methods of purification and identification of products, purification of reagents, experimental design, working with air/moisture sensitive reagents. Includes a short research project."
Chemistry ,559,Organic Spectroscopy,"The instrumentation, theory and practical aspects of spectroscopy (e.g. UV/vis, MS, IR, 1H and 13C NMR including 2D-techniques). The emphasis will be on the application for structural elucidation through a problem solving approach."
Chemistry ,571,Physical Chemistry of Interfaces,"The chemical and electrical nature, as well as basic thermodynamics, of interfaces. Surface films and aqueous interfaces, including micelles and bilayers. Interfaces involving solids such as metals and semiconductors. Absorption phenomena and surface catalysis. Survey of experimental approaches for interfacial studies."
Chemistry ,573,Nature of the Condensed Phase in Chemistry,"Theoretical models of liquids and solids. Dielectric continuum, polarizabilities and magnetism. Ionic crystal, insulators, conductors, semiconductors and super conductors. Some aspects of scattering techniques for structure determination."
Chemistry ,575,Advanced Electronic Structure Theory,"A discussion of the theories of modern electronic structure illustrated by applications to molecular structure and bonding, electronic spectroscopy, as well as chemical reactivity and dynamics."
Chemistry ,579,Surface and Colloid Chemistry for Engineers,"Introduces the fundamental and applied aspects of interfacial phenomena including capillarity, surface and interfacial tension, films, wetting and contact angles, adsorption, micellization, solubilization and emulsification. Examples drawn from colloids, foams, aerosols and macromolecules."
Chemistry ,599,Selected Topics in Chemistry,Selected topics are offered based on the interests of Chemistry faculty and students.
Chemistry ,601,Research Seminar,Reports on studies of the literature or of current research. Required of all graduate students in Chemistry.
Chemistry ,603,Research Seminar,"Continuation of <a class=""link-text"" href=""chemistry.html#6544"">Chemistry 601</a>."
Chemistry ,613,Electrochemical Fundamentals and Methodologies,"Origin, significance, and thermodynamics of interfacial potential differences; structure of the double layer; basic principles of electron transfer at interfaces, Butler-Volmer equation; mass transport control of electro-chemical reactions; controlled potential methods as applied to electrode surface reactions and homogeneous reactions coupled to electron-transfer processes."
Chemistry ,615,Analytical Separations,"Theory and practice of resolving mixtures into separate components for analysis. Basic theory; liquid-liquid extraction; high performance liquid chromatography; gas-liquid, open bed, ion exchange and exclusion chromatography; electrophoresis."
Chemistry ,617,Advanced Analytical Chemistry,"Consideration of principles and equilibria pertaining to aqueous and nonaqueous neutralization, redox, complexation, precipitation and potentiometric methods employed in analyses. Statistical considerations of analytical data and analysis."
Chemistry ,619,Selected Topics in Analytical Chemistry,"Topics of current interest such as: properties of synthetic polymer membranes, advanced instrumental methods, developments in chemical sensors, speciation studies, environmental analytical chemistry."
Chemistry ,621,Organometallic Chemistry,"A detailed discussion of structure, bonding and preparative methods in organometallic chemistry including the industrial and synthetic applications of organometallic compounds."
Chemistry ,623,Chemistry of the Main Group Elements,"The chemistry of electron-deficient, electron-precise, and electron-rich rings, inorganic polymers, and organometallic compounds of the main group elements; applications of spectroscopic techniques; industrial uses. Seminars on recent research developments."
Chemistry ,627,Theoretical Inorganic Chemistry,"Aspects of theoretical inorganic and organometallic chemistry including: quantitative and qualitative molecular orbital theory; the bonding and structure of molecules, clusters, and extended arrays; the fragments of organometallic species; orbital correlation diagrams in inorganic reactions; spectroscopic methods and their interpretation."
Chemistry ,629,Selected Topics in Inorganic Chemistry,"Courses are offered to cover topics of current interest, such as bioinorganic chemistry, inorganic solution phenomena, and the inorganic chemistry of the solid state."
Chemistry,641,Concepts in Biochemical Toxicology,"An interdisciplinary course focused on the diverse biomolecular mechanisms by which organic (e.g. PCB’s) and inorganic pollutants (e.g. Cd, Hg, As) adversely affect cell function examined at multiple levels of organization, from molecules to whole organisms. Topics include how natural toxins exert toxicity, how toxins/light generate free radicals within cells, how the speciation of metals in the environment affects their bioavailability/toxicity, and the toxicity mechanisms that lead to homeostatic dysfunction."
Chemistry ,651,Advanced Organic Stereochemistry,"Stereochemical principles in organic chemistry, including: geometry, bonding, symmetry, molecular isomerism, conformational analysis, asymmetric and stereocontrolled reactions."
Chemistry ,653,Advanced Organic Spectroscopy,"
<p>Advanced spectroscopic techniques for the determination of complex organic structures. Emphasis will be on NMR methods, practical aspects of acquiring spectra, advanced interpretation and reporting spectral data.</p>
"
Chemistry ,655,Advanced Organic Synthesis,A review of modern synthetic reactions and methods in the field of organic chemistry with emphasis on the recent literature.
Chemistry ,657,Theoretical Organic Chemistry,"Theoretical principles of organic chemistry including stereochemistry, molecular orbital calculations, pericyclic processes (Woodward-Hoffmann rules), and PMO theory."
Chemistry ,659,Selected Topics in Organic Chemistry,"Courses are offered in major branches of organic chemistry, including: carbohydrate chemistry, steroids and terpenoids, semiochemistry, heterocyclic chemistry, biosynthesis of secondary metabolites, as well as other topics of current interest."
Chemistry ,669,Selected Topics in Applied Chemistry,"Courses are offered in such topics as electrochemistry, industrial catalysis, chemistry of energy sources, colloid and surface chemistry and polymer chemistry."
Chemistry ,681,Crystallography,A general introduction to X-ray analysis of single crystals. Topics include: Geometry of the crystalline state; diffraction of X-rays; Fourier synthesis; methods of structure solution; accuracy and precision of derived parameters.
Chemistry ,689,Selected Topics in Physical Chemistry,"Courses are offered in such topics as dielectric properties, kinetics, molecular vibrations, fluorescence spectroscopy, X-ray diffraction."
Chemistry ,701,Independent Study,Independent study not directly related to the student's thesis project normally under the direction of any chemistry faculty member. A course information sheet must be provided and a student report must be submitted on completion of the course.
Chinese ,205,Beginners' Chinese I,"Basic concepts of the Chinese National Language. Reading and writing of characters, essentials of grammar, basic vocabulary, and oral drills on normal speech patterns."
Chinese ,207,Beginners' Chinese II,"Continuation of <a class=""link-text"" href=""chinese.html#6567"">Chinese 205</a>."
Chinese ,229,Intensive Beginners' Chinese,"Intensive development of conversational skills and the pronunciation of the Chinese National Language. Enhanced training in vocabulary acquisition, grammar and writing. For students with a background in a Chinese dialect."
Chinese ,280,Chinese Language in an Immersion Setting Beginners I ,An introductory course in Chinese stressing oral and aural skills in an immersion setting.
Chinese ,281,Chinese Language in an Immersion Setting Beginners II,"Continuation of <a class=""link-text"" href=""chinese.html#44533"">Chinese 280</a>."
Chinese ,301,Continuing Chinese I,"Further acquisition of Chinese characters, and the development of conversational skills through reading and discussion of selected Chinese texts. Structural analysis of normal speech patterns. Preparation of written assignments. A continuation of <a class=""link-text"" href=""chinese.html#6568"">Chinese 207</a>."
Chinese ,303,Continuing Chinese II,"Continuation of <a class=""link-text"" href=""chinese.html#6571"">Chinese 301</a>."
Chinese ,304,Chinese Language in an Immersion Setting Continuing I ,A continuing-level course in Chinese stressing oral and aural skills in an immersion setting.
Chinese ,305,Chinese Language in an Immersion Setting Continuing II,"Continuation of <a class=""link-text"" href=""chinese.html#44535"">Chinese 304</a>."
Chinese ,310,Topics in Chinese Culture in an Immersion Setting ,An introduction to contemporary Chinese culture and functional Chinese language. 
Chinese ,317,Topics in Chinese Civilization,Distinctive features of Chinese civilization within the Asian context.
Chinese ,331,Intermediate Chinese I,An intermediate course giving equal emphasis to receptive and productive language skills.
Chinese ,333,Intermediate Chinese II,"A continuation of <a class=""link-text"" href=""chinese.html#6576"">Chinese 331</a>."
Chinese ,334,Chinese Language in an Immersion Setting Intermediate I,An intermediate-level course in Chinese stressing oral and aural skills in an immersion setting.
Chinese ,335,Chinese Language in an Immersion Setting Intermediate II,"Continuation of <a class=""link-text"" href=""chinese.html#44538"">Chinese 334</a>."
Chinese ,341,Introduction to Chinese Literature ,Introduction to Chinese literature through the reading and discussion of selected literary works.
Chinese,353,Introduction to Chinese Language and Linguistics,An overview of Chinese linguistics. Provides an introduction to linguistic concepts and topics to enhance understanding of the structure of the Chinese language. 
Chinese ,355,Topics in Chinese Literature in Translation,"Introduces the literary tradition of China by means of reading the English translations of representative works. Examines the historical and cultural background, as well as literary forms and aesthetics."
Chinese,357,Topics in Chinese Film,"
<p>Chinese film from the perspectives of film theory and political and cultural history. The course may concentrate on a specific director, a period, or a genre in Chinese film.</p>
"
Chinese ,363,Chinese Language in the Cultural Context ,Study of the use and function of the Chinese language in its cultural context. 
Chinese ,371,Classical Chinese I,An introduction to the grammar and vocabulary of the classical Chinese language. Readings of short texts selected from famous classical works. 
Chinese ,373,Classical Chinese II,Further study of the grammar and vocabulary of the classical Chinese language. Readings of short texts selected from famous classical works.
Chinese ,401,Advanced Chinese Conversation,"Development of Chinese oral communication skills through contemporary film, television programs and/or other audio materials. "
Chinese ,403,Advanced Readings and Writing in Modern Chinese,"Development of Chinese reading and writing skills on the basis of newspapers, magazines, social commentary and/or literary works."
Chinese,411,Chinese Language Learning and Teaching ,"Addresses theories and practice in learning and teaching Chinese as a second/foreign language. Examines fundamental concepts and critical issues in the field such as learner strategies, motivation and teaching methods. "
Chinese ,431,Selected Topics in Chinese Literature,"Selected readings on various literary topics, such as contemporary Chinese literature, the Chinese diaspora experience, or readings by specific authors. "
Chinese ,461,Japanese-Chinese Cultural Relations,"Discussion of the cultural relations and influences between Japan and China. Topics may include cultural identities and cross-influences, literary and artistic traditions, writing systems."
Chinese ,561,Research Seminar,"Engages senior students as members of a collaborative research team. Independent research, discussion, group presentations."
Civil Engineering,300,Introduction to Civil Engineering Design,"Introduction to engineering design theory, tools, and techniques, with application to civil engineering problems. Emphasis on the use of digital tools such as computer aided design, 3D printing and spreadsheets for analysis and design, and oral and written communication for technical reporting. Introduction to team based design and team management"
Civil Engineering,317,Mechanics of Solids,"Axial-force, shear-force and bending-moment diagrams; stress and strain; stress-strain relations; elastic and plastic behaviour; elastic constants; simple statically indeterminate (one-degree) problems; review of moment of inertia, product of inertia and principal axes of inertia; elastic torsion of circular shafts; elastic and plastic bending about principal axes of beams with symmetrical cross-section; composite beams; shear stresses due to bending; Mohr's circle for stress; thin-walled pressure vessels; deflection of beams by integration; Euler buckling."
Civil Engineering,400,Application of Civil Engineering Design Concepts,"Team based design applying conceptual and preliminary design principles to civil engineering projects. Use of virtual reality/augmented reality to support the design. Application of the design process to open-ended projects that encompass the subdisciplines of civil engineering. Effective oral and written communication of the design proposal through engineering drawings, technical reports and models. "
Civil Engineering,402,Hydraulics,"Quantitative and qualitative investigation of pipe flow and free-surface fluid flow. Application of fundamental laws of mechanics to fluid flow, including conservation of mass, momentum, and energy. Use of theoretical and numerical analysis methods. Review of basic concepts of fluid motion; pressurized pipe network flow; open channel flow; uniform and non-uniform flow."
Civil Engineering ,413,Introduction to Civil Engineering Materials,"Engineering properties, materials science and applications of Civil Engineering materials: strength, elasticity, fatigue, creep, shrinkage, durability, thermal deformation; introduction to fracture mechanics; microstructure and fundamental principles underlying performance; mass transport processes, corrosion and phase transformations causing deterioration. Practical examples from difference materials sectors: steel, aggregates, cement, Portland cement concrete, masonry, asphalt concrete, natural and synthetic polymers."
Civil Engineering ,423,Geotechnical Engineering I,Identification and classification of soils; soil compaction; seepage; effective stress concept; stresses in a soil mass; settlement; one dimensional consolidation; shear stress and strength; introduction to slope stability; selected laboratory and design exercises with computer applications.
Civil Engineering ,451,Structural Engineering I,"Review of analysis of statically determinate and indeterminate structures. Structural building materials; principles of structural analysis and design process; loads on structures; structural systems; idealized models; load paths for gravity lateral loads; structural safety; philosophy of limit states design. Design principles for main structural members in steel, plain and reinforced concrete/masonry, and timber."
Civil Engineering ,461,Mechanics of Solids and Structures,"Analysis of statically determinate structures: reactions, member forces in trusses, bending moment, shearing force and axial force diagrams for frames; introduction to indeterminate structures; effects of moving loads, influence lines, Muller-Breslau principle; determination of displacements using moment area theorems, energy theorems and virtual work; Maxwell's theorem; normal stresses in non-symmetric sections; principal axes, shear centre; plastic torsion of circular shafts, torsion of non-circular sections; principal stresses, failure theories; elastic buckling of columns."
Civil Engineering ,471,Project Management I,"Introduces techniques that provide rational solutions to a range of project management decision-making problems encountered in engineering projects. Students are expected to gain a detailed understanding of some of the techniques, tools and processes available and their application in planning and managing engineering and construction projects. The course covers project management fundamentals including project planning and scheduling techniques, cash flow forecasting, performance evaluations and decision analysis. Introduction to operations research."
Civil Engineering ,473,Transportation Engineering I,"
<p>Goals and objectives of urban and regional transportation planning; introduction to transportation modes; transportation demand models; fundamentals of traffic flow theory; shockwave theory; car following models; highway capacity and level of service; traffic signal warrants; traffic signal design.</p>
"
Civil Engineering ,481,Environmental Engineering I,"Analyze and develop civil engineering solutions, at a conceptual level, to human health and environmental problems associated with human activities; fundamental aspects of air, water and land pollution; water quality assessment and control; environmental aspects of non-renewable energy development; introduction to sustainability concepts in construction and transportation; solid waste management technologies; introduction to land pollution prevention and control."
Civil Engineering,502,Civil Engineering Aspects of Sustainable Communities,"Definition of sustainability; global urbanization; emissions from transportation systems; economics of urban development from a civil infrastructure point of view, water/wastewater, land use/transportation; public transportation; travel demand management for sustainability; construction industry - energy use and emissions."
Civil Engineering,504,Uncertainty Concepts in Civil Engineering,"Fundamentals of uncertainty, risk, reliability and decision making in Civil Engineering applications. Probability as a measure of uncertainty based on frequency data, least presumptive methods and use of odds; Bayes’ Theorem; known probability distributions and how they apply to civil engineering problems. Advanced topics including applications of extreme value distributions, joint probability distributions and stochastic optimization. Risk as a function of both probability and disutility. Risk analysis through Bayesian Decision Theory."
Civil Engineering,508,Environmental Aspects of Energy,"Environmental assessment and management in the energy sector. Ecological footprint introduction. Site investigation, field techniques and program implementation; remedial planning and design; cost and time analysis; physical, chemical and biological remediation techniques; biomass and waste to energy; energy use and emissions in transportation systems; energy efficiencies and emissions in building construction; assess problems with energy use from an environmental setting; develop and apply engineered solutions; ecological and environmental footprints of energy industries."
Civil Engineering ,513,Structural Concrete Design,"Structural systems for buildings. Flexural design in reinforced concrete. Design of continuous beams and one-way slabs using moment coefficients. Shear design. Bond and development. Serviceability. Two-way slab and flat plate systems: direct design method, punching shear. Biaxially loaded and long columns. Walls: laterally loaded walls, bearing walls, shear walls. Footings: wall footings, isolated footings. Pre-stressed concrete: introduction, elastic analysis, deflections, flexural and shear strength. Use of computer programs where applicable."
Civil Engineering ,523,Geotechnical Engineering II,"Sub-surface investigations; soil shear strength, critical states and laboratory tests; shallow and deep foundations in sands and clays; bearing capacity and settlement of structures; lateral earth pressures and retaining structures; seepage analysis; slope stability analysis, selected laboratory design exercises, solution to slope stability and other problems using computer programs."
Civil Engineering ,551,Structural Engineering II,"Review of analysis of statically determinate structures. Static and kinematic indeterminacy. Principle of superposition. The force/flexibility and displacement/stiffness methods for the analysis of statically indeterminate structures. Calculation of displacements. Inelastic buckling of columns. Use of computers for the analysis of plane frames and grids. Plastic analysis of continuous beams, frames and plates. Yield line theory."
Civil Engineering,557,Structural Steel Design,Principles of limit states design of steel structures. Floor systems; resistance to horizontal forces. Properties of steel. Tension members. Eccentrically-loaded bolted and welded connections; connection details. Axially-loaded compression members. Laterally unsupported beams. Members subjected to bending and axial forces; beam-column effect. Composite beams. Plate girders. Design of a simple steel structure and use of available computer software to assist in analysis and design of steel structures.
Civil Engineering ,565,Project Management II,"
<p>Introduces fundamentals of engineering and construction management techniques, tools and processes. The course covers understanding of design and contract documents, estimating and cost control; project organizations, design of temporary facilities including formwork and safety related matters, construction processes, dispute resolution, social, economic and environmental impacts, regulatory requirements, project completion and commissioning.</p>
"
Civil Engineering ,570,Civil Engineering Design Project,"
<p>Team design project applying engineering and project management principles to civil engineering design problems. Consideration of technical, resource allocation and business aspects of project. Development of project scope, design, specifications, sustainability, scheduling and documentation. Elements of practical team management and leadership. Specific guidance provided by academic and industry advisors.</p>
"
Civil Engineering ,571,Introduction to Road Safety,"Theory and evidence in accident analysis and prevention. Topics include Haddon's matrix, crash data analysis, traffic enforcement, road safety advertising, fleet safety, road safety audits, vehicle safety and program evaluation."
Civil Engineering ,575,Transportation Engineering II,"
<p>An introduction to the fundamentals of how various transportation systems are designed and operated. Topics to be covered include: public transit design and operation, highway engineering and design, airport design, traffic system design and operations, before and after studies and Intelligent Transportation Systems.</p>
"
Civil Engineering ,581,Environmental Engineering II,"
<p>Water and wastewater quantities and quality, water distribution and wastewater collection systems, hydraulic considerations, design of sanitary sewers, storm drainage systems, physical, chemical, and biological processes for water and wastewater treatment; aeration, coagulation, flocculation, sedimentation, single and multi-media filtration, disinfection, activated sludge system and trickling filter, adsorption, reverse osmosis, membrane filtration, advanced oxidation, sludge processing and disposal, industrial water and wastewater treatment, water conservation, reuse and recycling.</p>
"
Civil Engineering ,595,Special Topics,Current topics in Civil Engineering.
