Course Dept,Course Number,Course Name,Course Desc
MKTG,2366,Business Development and Customer Relationship ," Business Development is defined as the creation of long-term value for an organization from customers, markets, and relationships. This course will look at the relationship between traditional transactional sales, relationship selling and the evolution of the Business Development function. Market scanning and analysis, and the identification of potential growth markets, and key customers will be examined. Relationship, customer-centred selling techniques will be developed including relationship building, needs analysis, along with after sales customer care. Managing a sales force is explored including the effective organization of a sales department, forecasting and analyzing sales, recruiting and training a sales force, evaluating performance, and legal and ethical issues within the sales profession."
MKTG,2375,Integrated Marketing Communications ," Integrated Marketing Communications (IMC) represents the “Promotions” P of the marketing mix. An IMC Proposal includes campaign messages and their translation into each of the elements of the marketing communications mix along with a proposed budget and evaluations for success. In our fast paced marketplace, messages need to be on target and on brand. Integration in business is imperative. Working in teams, each student will experience the planning process for IMC. This course offers the students case analysis, creative development structure, and facilitated problem solving, to develop a unified IMC proposal."
MKTG,2380,Strategic Marketing ," Strategic Marketing represents an application of marketing principles at the management level. Emphasis is on the creation of a marketing plan. Topics include the identification of marketing opportunities, evaluation of environmental factors, as well as the development of branding, distribution, pricing, and promotional strategies."
MKTG,3020,Innovation and Design ," Conceptualizing customer needs into products that they actually want to buy is a challenging and exciting aspect of business. This course works through product design by applying critical thinking strategies and innovation processes along with the visual technology of the marketing trade. Individually preparing a critical environmental scan and a focused market assessment will help you move forward with your client. You will develop a full innovation log to look at the value chain, market testing and product prototyping to further the product design with your teams. Ultimately, you will use the skills developed in this course to lead others through the process of innovation. Prominence is placed upon transforming “business ideas” into desirable goods and services."
MKTG,3359,International Marketing ," The International Marketing course enables learners to make successful global marketplace decisions. The focus will be on the application of market planning across international boundaries. Topics include the role of international marketing for Canadian businesses, an examination of the cultural, political, legal and economic implications associated with marketing internationally, and the development and implementation of international marketing strategies."
MKTG,4010,Digital Marketing ," In this course, you will develop a practical approach to using digital, social and mobile platforms that achieve business goals. Current applications and tools, community management practices and legal/privacy issues related to digital marketing tactics will be examined. Teams will develop a digital plan that specifies the use of email, websites, SEO, social media and mobile marketing, all with the goal of targeting and delivering effective communication to digital media-savvy audiences. An emphasis is placed on the return on digital marketing investment and on building relationships that lead to a culture of trust."
MKTG,4020,Public Relations ," Corporate social responsibility and digitally driven transparency have made PR more vital than ever. This course identifies targeted stakeholders, and then walks you through a process to successfully reach them through written and spoken communications tactics. A variety of PR functions will be explored and performed, ranging from employee relations to consumer relations. You will work independently and in a team to plan a news conference, write and deliver news releases and speeches, and learn how to prepare for and manage crisis situations. Reputation management within the framework of the corporate brand will be the focus."
MKTG,4030,Go To Market ," Are you ready to launch a product? In today’s dynamic and competitively volatile business environment, a product launch is a critical time. In this course, you will create a go-to market plan for maximum return on investment. This will be accomplished through market analysis, budgeting and forecasting, along with market testing and planning. Whether the product is for the company you work for, your own business venture or that of a client, you will determine the best strategies and tactics to implement in order to go to market successfully. The focus will be on successful commercialization."
MKTG,4040,Advertising ," This course will introduce core concepts in advertising, such as objectives, strategies, measurement and media. Advertising theory will be applied using case studies and a term project that will assemble an advertising strategy and a media buy."
MNGT,200,Introduction to Business ," The Introduction to Business course will provide you with tools to understand business functions including management, human resources, marketing, supply chain, and personal finance. You will also explore the Canadian business system and environment, and the importance of business ethics and social responsibility in an increasingly global environment. Working through the basic steps of building a business plan and creating a personal career plan will give you opportunities to apply creative solutions to real-world problems. The course also explores the strategies for effective team work and provides opportunities to practice these strategies. In the second half of the course, you will prepare and present a business case analysis, including issues of accounting, financial issues, management and marketing. This course provides you with the foundation for understanding business and business ownership. Within the world of business there are endless career opportunities. Developing a focused career plan will enhance your abilities to pursue your chosen career path."
MNGT,202,Business Fundamentals , This course provides an overview of business fundamentals focused on the automotive industry. Students have the choice of working for industry in a dealership or an aftermarket company or to start and manage their own automotive service business. This course will introduce basic concepts and strategies of working in or managing a business and how each component affects business success and customer satisfaction.
MNGT,213,Continuous Improvement ," Continuous improvement has emphasis within successful companies as they focus on efficiently delivering products or services to meet customer requirements. This course will outline the principles of continuous improvement and expose you to some of the tools and widely-used methods of continuous improvement. Topics include the concepts of W. Edwards Deming, quality assurance, total quality management (TQM), lean Six-Sigma methodologies, and ISO standards. You will also learn how to analyze processes; identify and design improvements; plan and implement change; identify the impact on human resources; and analyze the results and their impact on the business."
MNGT,250,Organizational Behaviour ," This introductory course provides an overview of human behaviour in organizations at the individual, group, and organizational level and the effect of each on organizational effectiveness. Topics include: individual differences, motivation, communication, team building, power and politics, conflict resolution, leadership, and organizational culture."
MNGT,251,Conflict Management and Negotiation Skills ," In this course, you will gain an understanding of different negotiation styles and conflict resolution in the workplace, and develop strategies and skills to deal with different situations. Topics include negotiation and its components; personality; conflict resolution; negotiation style and temperaments; communication; interest and goals in negotiation; perception and power in negotiation; principles of persuasion; negotiation process; and styles, techniques and strategies. The focus will be on the practical implications of this knowledge for the practitioner."
MNGT,252,Change Management ," In this course, you will explore various aspects of change management that impact organizational activities at the individual, team and organizational levels, as well as the wide range of approaches that can be used to navigate and effectively manage change situations in the workplace. Topics include dynamics of change in organizations; process of change and action plans; managing resistance; communicating and promoting the change; and leading the change. The focus is on the practical implications of this knowledge for the practitioner and change agent."
MNGT,255,Introduction to Management ," This introductory course examines the multi-faceted role of managers and leaders within the organization. Issues such as planning and controls, managing the team and group dynamics, and creating and leading change will be examined within the cultural context of the organization. Decision making and communication skills from a management perspective will be developed in light of sustainability, ethical, and diversity issues combined with a constantly changing competitive environment."
MNGT,257,Business Certificate Capstone ," In this capstone course, you will explore business certificate program outcomes, working individually and collaboratively on a series of activities and projects that draw from the multiple certificate disciplines. Demonstrating your applied learning, you will analyze and present tactical solutions to business problems."
MNGT,321,Project Management ," Project Management introduces you to the standards and best practices of the Project Management Institute. We will cover both the technical and sociocultural components of project management at an introductory level, including project definition, work breakdown structures, cost and scheduling techniques, and an introduction to earned value concepts. Stakeholder communications, risk management, project leadership, and project closure round out the topic coverage."
MNGT,322,Information Systems ," Management Information Systems and their role in managing operations is the focus of this introductory systems course. Topics you will cover include systems theory, computer hardware and software, computer networks, file and database structures, computer security and internal control, and the systems design and development process."
MNGT,360,International Business ," In this course, you will focus on the impact that international business has on the operation and strategic decisions of Canadian firms. You will be introduced to the threats and opportunities of globalization, international competition and regional integration. This course also includes traditional topics in international business, such as studies of the global environment, theory of international trade and investment, currency markets and modes of entry, as well as emerging issues of global value chains, changing world order and corporate social responsibility."
MNGT,367,Municipal Structure and Governance ," Municipal Structure and Governance introduces you to the economic development roles and responsibilities of the municipal, provincial and federal government. Additionally, you will assess various economic development delivery models. The role of land, infrastructure, and government policy and regulation will be assessed. The unique challenges, role and relationship with Indigenous communities will also be addressed."
MNGT,370,Principles of Supply Chain Management ," This course provides an introduction to Supply Chain Management, including the building blocks of supply chain strategy, designing the global supply chain, and collaboration across the supply chain. Students will develop an understanding of the supply chain from vision to implementation. Through a mix of theory and practical learning students will be able to develop and manage all aspects of a supply chain."
MNGT,395,Managing Strategically , This course integrates the learning outcomes from pre-requisite courses to enable students to make sustainable and competitive strategic business decisions within a rapidly changing global environment. Critical thinking skills are utilized as students analyze and apply management strategies to business cases and make recommendations to maximize corporate results.
MNGT,405,Strategic Management ," In this integrative course you will focus on the interrelationship of competitive strategy with the external environment, internal capabilities, resources, organization, management preferences, and social responsibilities. Use of the case study methodology and application of analytical tools will be utilized to develop integrative and strategic thinking skills. The Capstone Course in the BBA program will build on the concepts learned in this class."
MNGT,407,Operations Management ," In Operations Management, students will explore such topics as capacity planning; process and labour design; Total Quality Management (TQM); and inventory models within the operational environment of both manufacturing and service organizations. This course will broaden your knowledge of best practices, and provide you with a framework for evaluating existing processes and recommending improvements at all levels of an organization."
MNGT,1200,Introduction to Business ," The Introduction to Business course will provide you with tools to understand business functions including management, human resources, marketing, supply chain, and personal finance. You will also explore the Canadian business system and environment, and the importance of business ethics and social responsibility in an increasingly global environment. Working through the basic steps of building a business plan and creating a personal career plan will give you opportunities to apply creative solutions to real-world problems. The course also explores the strategies for effective team work and provides opportunities to practice these strategies. In the second half of the course, you will prepare and present a business case analysis, including issues of accounting, financial issues, management and marketing. This course provides you with the foundation for understanding business and business ownership. Within the world of business there are endless career opportunities. Developing a focused career plan will enhance your abilities to pursue your chosen career path."
MNGT,1255,Introduction to Management ," This introductory course examines the multi-faceted role of managers and leaders within the organization. Issues such as planning and controls, managing the team and group dynamics, and creating and leading change will be examined within the cultural context of the organization. Decision making and communication skills from a management perspective will be developed in light of sustainability, ethical, and diversity issues combined with a constantly changing competitive environment."
MNGT,2250,Organizational Behaviour ," This introductory course provides an overview of human behaviour in organizations at the individual, group, and organizational level and the effect of each on organizational effectiveness. Topics include: individual differences, motivation, communication, team building, power and politics, conflict resolution, leadership, and organizational culture."
MNGT,2321,Project Management ," Project Management introduces you to the standards and best practices of the Project Management Institute. We will cover both the technical and sociocultural components of project management at an introductory level, including project definition, work breakdown structures, cost and scheduling techniques, and an introduction to earned value concepts. Stakeholder communications, risk management, project leadership, and project closure round out the topic coverage."
MNGT,2322,Information Systems ," Management Information Systems and their role in managing operations is the focus of this introductory systems course. Topics you will cover include systems theory, computer hardware and software, computer networks, file and database structures, computer security and internal control, and the systems design and development process."
MNGT,2360,International Business ," In this course, you will focus on the impact that international business has on the operation and strategic decisions of Canadian firms. You will be introduced to the threats and opportunities of globalization, international competition and regional integration. This course also includes traditional topics in international business, such as studies of the global environment, theory of international trade and investment, currency markets and modes of entry, as well as emerging issues of global value chains, changing world order and corporate social responsibility."
MNGT,2367,Municipal Structure and Governance ," Municipal Structure and Governance introduces you to the economic development roles and responsibilities of the municipal, provincial and federal government. Additionally, you will assess various economic development delivery models. The role of land, infrastructure, and government policy and regulation will be assessed. The unique challenges, role and relationship with Indigenous communities will also be addressed."
MNGT,2370,Principles of Supply Chain Management ," This course provides an introduction to Supply Chain Management, including the building blocks of supply chain strategy, designing the global supply chain, and collaboration across the supply chain. Students will develop an understanding of the supply chain from vision to implementation. Through a mix of theory and practical learning students will be able to develop and manage all aspects of a supply chain."
MNGT,3010,Continuous Improvement ," Continuous improvement has emphasis within successful companies as they focus on efficiently delivering products or services to meet customer requirements. This course will outline the principles of continuous improvement and expose you to some of the tools and widely-used methods of continuous improvement. Topics include the concepts of W. Edwards Deming, quality assurance, total quality management (TQM), lean Six-Sigma methodologies, and ISO standards. You will also learn how to analyze processes; identify and design improvements; plan and implement change; identify the impact on human resources; and analyse the results and their impact on the business."
MNGT,3020,Conflict Management and Negotiation Skills ," In this course, you will gain an understanding of different negotiation styles and conflict resolution in the workplace, and develop strategies and skills to deal with different situations. Topics include negotiation and its components; personality; conflict resolution; negotiation style and temperaments; communication; interest and goals in negotiation; perception and power in negotiation; principles of persuasion; negotiation process; and styles, techniques and strategies. The focus will be on the practical implications of this knowledge for the practitioner."
MNGT,3365,International Management ," This course examines the process of developing international business strategies, designing and operating systems, and working with people around the world to ensure sustained competitive advantage. Topics include planning, organizing, leading, and controlling profit-related activities across borders and cultures."
MNGT,4010,Change Management ," In this course, you will explore various aspects of change management that impact organizational activities at the individual, team and organizational levels, as well as the wide range of approaches that can be used to navigate and effectively manage change situations in the workplace. Topics include dynamics of change in organizations; process of change and action plans; managing resistance; communicating and promoting the change; and leading the change. The focus is on the practical implications of this knowledge for the practitioner and change agent."
MNGT,4020,Project Management II ," This course integrates the prior work on effective business communication and project risk developing the student’s project management skills through the application of advanced concepts in technology based facilitation for project monitoring and control. A key competency of successful project management is the management of stakeholder expectations through effective communication. Similarly, project management tools are giving project managers the ability to determine and avoid or prepare for key point risk factors in managing projects, enhancing the potential for a successful project outcome."
MNGT,4050,Strategic Management ," In this integrative course you will focus on the interrelationship of competitive strategy with the external environment, internal capabilities, resources, organization, management preferences, and social responsibilities. Use of the case study methodology and application of analytical tools will be utilized to develop integrative and strategic thinking skills. The Capstone Course in the BBA program will build on the concepts learned in this class."
MNGT,4070,Operations Management ," In Operations Management, students will explore such topics as capacity planning; process and labour design; Total Quality Management (TQM); and inventory models within the operational environment of both manufacturing and service organizations. This course will broaden your knowledge of best practices, and provide you with a framework for evaluating existing processes and recommending improvements at all levels of an organization."
MNGT,4990,Business Capstone ," This course integrates and further develops the Program Outcomes of the BBA program. Students will work individually and collaboratively on a series of activities and simulations which draw from the multiple disciplines within the program to research, analyze, evaluate, and recommend solutions to business problems. The program culminates in the completion of a strategic and operating business start-up plan."
OADM,211,Business Studies ," Examine foundational business concepts as they relate to your profession. You will explore and apply topics such as the Canadian business system, ethics, social responsibility, the world marketplace, marketing, volunteering, and the art of networking."
OADM,257,Office Administration ," Performing basic administrative skills productively in fast-paced office environments can be challenging for even the most seasoned administrative professionals. Explore the theory behind common office procedures, to ensure you are ready to deliver the right solution at the right time. Apply the theory to business scenarios that build confidence and competence for every aspect of today’s office environment including everything from customer service to records management."
OADM,355,Meetings and Events ," Meetings are inevitable in the workplace, so delve deeper into how to plan meetings that are effective and enjoyable. Sometimes meetings are not enough to meet corporate objectives or pass along corporate messages, so an event may be the appropriate solution. Expand the key principles of planning and managing meetings to corporate events and apply your creativity to the planning process."
FNCE,4120,Advanced Corporate Finance ," This advanced finance course provides an in-depth study of issues and tools using appropriate software that will assist financial managers in making decisions. Topics include capital budgeting under uncertainty; long-term sources of funds; capital structure; dividend policy; futures, forwards, options, and swaps; treasury risk management; financial planning; as well as long-term planning and strategic issues in finance."
HLAW,300,Hospitality Law ," Hospitality Law focuses on how Canadian law affects the hospitality industry. Students will be empowered to apply the law and make informed decisions about their legal affairs. Emphasis is placed on how to legally structure a hospitality business, the basics of the Canadian legal system, liability under the Innkeepers Act, how to resolve disputes, negligence for both personal injury and food and alcohol service, contract law basics, and employment law."
HLAW,325,Travel and Tourism Law ," This course provides agents or managers in the tourism industry the basics for navigating the legal framework in the travel and tourism industry. You will learn about issues related to business and resource management and the government’s role in regulating the industry. This course provides students with the necessary background in how to manage the legal risks in all aspects of the travel industry. You will also discuss the importance of leadership and focus on strategic decisions about business operation including employment, safety and security issues, and political concerns in the international travel sphere."
HOSP,300,Law and Ethics in Hospitality and Tourism ," This course provides an overview of Canadian and international laws applicable to the hospitality and tourism industry that will explain your legal and ethical responsibilities in a guest environment. Topics include travellers’ rights in Canada and abroad, the basics of Canadian law, contract law, employment law and the legal structure of business, as well as liability and dispute resolution. To help with decision making, you will explore risk assessment tools and the practicalities of negligence for both personal injury and food and beverage service."
HRMT,300,Talent Management I: Recruitment and Selection ," This course provides an overview of all activities related to recruitment and selection of employees. Topics include: an in-depth approach in studying job analysis, job design, recruitment activities, selection processes, performance management and the application of human resources metrics throughout each step. A focus on the behavioral approach to identifying job specific competencies, crafting behavioral interview questions and conducting interviews are integral parts of this course. Successful completion of this course will provide you with the tools necessary to successfully support recruitment and selection processes while also considering aspects of retaining an engaged workforce."
HRMT,320,Human Resource Management ," Human Resource (HR) Management includes the foundational knowledge and skills required by HR Professionals and business managers. This course includes an overview of the field of human resource management, along with human resource planning, employee compensation and benefits, recruitment, selection and training of employees, performance management, government regulation and health and safety in the workplace."
HRMT,350,Human Resource Information Management ," In this course, you will explore different approaches for using an electronic human resource strategy (e-HR) and related information to improve the information flow both within the human resource department, and across organizational boundaries. Topics include human resource management in the digital age; collaboration and learning; and tools, trends and technologies for improving e-HR strategies to deliver core HR services and manage people more effectively. The focus of this course is on the practical implications of this knowledge for the HR specialist."
HRMT,360,Talent Management II: Training and Development ," This course provides an overview of all activities related to workplace training, employee development and organizational learning. Topics include an in-depth exploration of adult learning principles; training design; metrics associated with return on investment and employee learning; health and wellness initiatives; and career development. A focus on the design, delivery and evaluation of training programs is also an integral part of this course. Successful completion of this course will provide you with the tools necessary to create and support employee training programs, while simultaneously incorporating other aspects of talent management in retaining an engaged workforce."
HRMT,2300,Talent Management I: Recruitment and Selection ," This course provides an overview of all activities related to recruitment and selection of employees. Topics include: an in-depth approach in studying job analysis, job design, recruitment activities, selection processes, performance management, and the application of human resources metrics throughout each step. A focus on the behavioral approach to identifying job specific competencies, crafting behavioral interview questions and conducting interviews are integral parts of this course. Successful completion of this course will provide you with the tools necessary to successfully support recruitment and selection processes, while also considering aspects of retaining an engaged workforce."
HRMT,2320,Human Resource Management ," Human Resource (HR) Management includes the foundational knowledge and skills required by HR Professionals and business managers. This course includes an overview of the field of human resource management, along with human resource planning, employee compensation and benefits, recruitment, selection and training of employees, performance management, government regulation and health and safety in the workplace."
HRMT,2350,Human Resource Information Management ," In this course, you will explore different approaches for using an electronic human resource strategy (e-HR) and related information to improve the information flow both within the human resource department, and across organizational boundaries. Topics include human resource management in the digital age; collaboration and learning; and tools, trends and technologies for improving e-HR strategies to deliver core HR services and manage people more effectively. The focus of this course is on the practical implications of this knowledge for the HR specialist."
HRMT,2360,Talent Management II: Training and Development ," This course provides an overview of all activities related to workplace training, employee development and organizational learning. Topics include an in-depth exploration of adult learning principles; training design; metrics associated with return on investment and employee learning; health and wellness initiatives; and career development. A focus on the design, delivery and evaluation of training programs are also integral parts of this course. Successful completion of this course will provide you with the tools necessary to create and support employee training programs, while simultaneously incorporating other aspects of talent management in retaining an engaged workforce."
HRMT,3010,"Health, Safety and Wellness "," In this course, you will be immersed in the dynamic field of workplace health, safety and wellness. Topics covered include legislation and regulatory compliance; common health and safety practices; ergonomics; worker accommodation; employee assistance programs (EAP); worker protection programs; and stress management. Using an integrated approach, you will gain an understanding of the importance of establishing and maintaining an effective workplace health, safety and wellness (both physical and psychological) program as a key aspect of strategic human resource planning and development."
HRMT,3020,Talent Management III: Total Rewards ," Talent Management III: Total Rewards provides an overview of best practices in talent management with a focus on compensation and benefits. Topics include components of compensation; salary benchmarking; salary reviews; variable pay options; job evaluation; employee benefits; financial and non-financial rewards; and the performance management cycle. Successful completion of this course will give you the tools necessary to design and manage a total compensation program, while also exploring the application of human resources metrics in employee programs."
HRMT,4010,Labour Relations ," In this course, you will gain an understanding of the different issues and legislation affecting the employment relationship in the public and private sectors in Canada, as well as the role that trade unions play in the workplace. Topics include: the economic and political environment; the history of the labour movement; union organization; certification; collective agreements and administration; negotiation; dispute resolution; and third-party assistance. The focus is on the practical implications of this knowledge for the HR specialist."
LAWG,200,Security Practice and the Canadian Legal System ," This introductory course provides students with a basic understanding of the structure of both the Canadian and the Alberta legal systems. Topics include copyright, intellectual property, contract, evidence collection, and privacy law and their effect on security professionals. The application of the law will be contrasted with ethical guidelines that are enforced on security practitioners."
LDSH,360,Business Leadership ," Business Leadership is a course that will take you on a journey of self discovery as well as an inside look at the history and perspectives of Leadership. We all take on leadership roles in our lives. In business, success is often attributed to great leadership. However, today in business this role has evolved as has the business environment. Team work is an essential component of an organization’s efficiency and effectiveness. From time to time you may be called upon to take on a leadership role for your work group. You will need to judge the task, team and goal in order to provide the proper leadership needed. Throughout this course you will gain the knowledge and skills to help you fulfill your role as a leader through your understanding of organizational and personal leadership."
LDSH,401,Applied Leadership I ," Entrepreneurs are responsible for creating and communicating the vision for their enterprise, developing the plans that will guide business decisions and providing the leadership and team management required for the business to run smoothly. Students will discuss characteristics of successful leaders and how to build an effective team by motivating and inspiring people on the way to creating a corporate culture."
LDSH,405,Leadership ," Leadership at all levels is fundamental to the sustainable success of organizations. You will examine leadership from early theories through to contemporary approaches to leadership. You will examine the effect of leadership on ethics, power and the culture of an organization. Working individually and in group settings, you will gain an understanding of the power of exemplary leadership to enhance motivation, communication and performance."
LDSH,3050,Leadership ," Leadership at all levels is fundamental to the sustainable success of organizations. You will examine leadership from early theories through to contemporary approaches to leadership. You will examine the effect of leadership on ethics, power and the culture of an organization. Working individually and in group settings, you will gain an understanding of the power of exemplary leadership to enhance motivation, communication and performance."
LEGA,205,Keyboard Skill Building , A diagnostic/prescriptive approach to improving touch typing skills relative to the legal support role is enhanced through the use of specialized skill building and speed building techniques. Ergonomic factors are presented for individual application. An entry level score of 30 net words per minute is strongly recommended. A minimum score of 40 net words per minute with no more than one uncorrected error is required to pass this course.
LEGA,215,Legal Computer Applications I ," Computer applications in the legal arena require efficient and knowledgeable application of sophisticated features. The large volume of law firm data requires you to master the firm’s computer network operating system features and network navigation. You will study the basic setup for message content and organization within a legal office, to ensure electronic messaging applications are used professionally and ethically. You will use word processing software tools to produce professional legal documents, exploring features such as indents, paragraph numbering, page setup, tabs and tables. Additionally, you will learn to use a presentation software to effectively convey legal information used for seminars or marketing."
LEGA,255,Law Office Procedures ," Legal assistants need to be familiar with the administrative procedures and skills they will use in the legal industry. You will discuss what it means to be an industry professional and practice skills such as file opening and maintenance procedures, legal accounting, client relations, time management, and other routine office skills and procedures."
LEGA,265,Legal Computer Applications II ," You will learn to efficiently produce lengthy legal documents using advanced legal word processing skills. You will explore features such as fill-in forms, styles, templates, table of contents, reviewing tools, document compare and merge. As well, legal assistants are often called upon to prepare calculations related to client files. Spreadsheet applications offer many time-saving tools to ensure accurate calculations and refined data formatting. You will learn how these applications use columns, rows, cells, functions, formulas and other tools to manage data. This course will also offer the opportunity for you to continue developing your keyboarding skill."
LEGA,305,Legal Transcription ," Legal Transcription offers the opportunity to learn and practice the skills needed to transcribe the contents of legal correspondence and documents which lawyers have dictated. This is a very valuable skill used extensively in legal offices. Assistants type up the text while listening to the dictation through a set of headphones. In order to efficiently produce error-free final versions of these legal documents, assistants need to incorporate the listening, spelling, grammar and word processing skills they have acquired in previous courses in the Legal Assistant Program."
LEGA,355,Law Office Simulation ," Application of what you have learned is an excellent method of improving your proficiency. In this course, you will complete a series of legal cases from start to finish, applying previously acquired legal knowledge and skills in a simulated legal office environment. Your work will provide the opportunity to hone your interpersonal skills by working in teams and assuming leadership responsibilities, and it will help prepare you for the demands of the legal assistant role in various areas of law."
LEGA,365,Legal Computer Applications III ," Specific software for legal applications is part of a legal assistant’s workday -ranging from document management and assembly to accounting functions to practice management. To further build your skills, you will work with specialized software applications that are unique to the legal industry."
LEGL,200,Introduction to Law ," Gain a foundational knowledge of Canadian law in this course. You will examine the Canadian legal system, including sources of law, the Canadian constitution and the structure of the court system. You will also be introduced to ethics in the legal profession as well as various areas of substantive law, such as criminal law, evidence, tort law, contract law, family law, wills and estate law, and property law."
LEGL,210,Corporate Law ," Corporate law is the law of businesses. This course provides a foundational knowledge of corporate law, including an examination of how different business structures are created, maintained and dissolved. You will also be introduced to current substantive law, prepare relevant documents and correspondence, and learn the responsibilities of a legal assistant in a corporate law context. An emphasis will be placed on Alberta corporations."
LEGL,250,Legal Writing I ," Specific writing and presentation skills are required by legal assistants in order to meet the legal industry’s needs. Legal correspondence must be clear and concise. Legal Writing focuses on preparing correspondence, e-mails, and simple documents that are unique to law firms. You will also hone your oral presentation skills by preparing and making professional presentations."
LEGL,260,Litigation Law I ," Civil litigation requires specific procedures that are followed for lawsuits in Alberta both in Provincial Court and in the Court of Queen’s Bench. In the Court of Queen’s Bench, you will start with the initial retainer and progress through to Default Judgment. In the Provincial Court, you will examine a lawsuit from commencement to conclusion. You will also learn how to prepare sample documents that are used for lawsuits in Alberta."
LEGL,270,Real Estate Law I ," Legal assistants are expected to have an understanding of legal principles and procedures relating to the purchase and sale of residential property in Alberta. You will explore a variety of real estate terms and principles, including real property, fixtures, chattels, estates or interests in land, and statutes affecting land. You will also study procedures related to the Torrens System, land title registry, real estate purchase contracts, caveats, searches, transfers of land and how these processes relate to the duties of lawyers and legal assistants."
LEGL,300,Legal Writing II ," This course continues on from the previous legal writing course and focuses on advanced writing skills required by legal assistants in order to meet the legal industry’s needs. Students will be provided with practical guidelines for developing legal documents in plain language. The course will emphasize the fundamentals of drafting, including word selection, sentence structure, and the use of plain English in preparing routine legal documents. Students will draft and edit short and long letters, as well as complex legal documents. Participants will explore the fundamentals of legal research and citation guidelines. Debate skills will be introduced by preparing for and participating in a debate."
LEGL,310,Litigation Law II ," Litigation is an important part of the work completed by legal assistants on a daily basis and the same procedures are used for all lawsuits in Alberta. Building on learning from the previous litigation course, you will explore procedures that are followed for lawsuits at the Alberta Court of Queen’s Bench from default judgment through to the conclusion of a file. You will also learn how to prepare sample documents that are used for lawsuits in Alberta."
LEGL,320,Real Estate Law II ," Building on previously learned foundational real estate concepts, this course moves into more complex transactions in the area of property law in Alberta. You will explore topics such as: residential and commercial mortgages, condominium ownership, builders’ liens and foreclosures, and relate these to the duties of lawyers and legal assistants. This course will develop skills that will allow you to prepare documentation for both residential and commercial real estate transactions and includes an exploration of remedies on mortgage defaults and commercial leases."
LEGL,350,Criminal Law ," Legal assistants carry an important administrative role in the practice of criminal law. In this course you will study the law and administrative procedures relating to criminal law matters. You will complete a comprehensive criminal file that includes preparing retainer and pre-trial documents. You will become familiar with CCM (course case management) including RCS (Remote Courtroom Scheduling). You will be introduced to the administrative procedures for bringing a Charter application and preparing for trial in Provincial Court or Queen’s Bench. You will also review sentencing and appeals processes, and the administrative tasks related to Youth Offender prosecutions."
LEGL,360,Family Law ," As a legal assistant, you may work in the area of family law, assisting clients who are dealing with separation, divorce, and issues relating to children as a result of separation and divorce. In this course, you will study the law and procedures relating to family law matters, including divorce actions, family law chambers applications, and family property actions. You will also complete mock files and applications in conformity with the <em>Alberta Rules of Court</em> and Practice Directives."
